TYPE;IDENTITY;IDNO;LEN;TIP;MAX;MIN;TEETH
POP;ALAN;1;87;42;24;0.5;11
POP;ALAN;1;92;50;25;1;11
POP;ALAN;1;81;41;28;1;13
POP;ALAN;1;71;40;16;0.5;9
POP;ALAN;1;57;29;16;0.5;8
POP;ALAN;1;71;37;18;0.5;9
POP;ALAN;1;80;45;23;1;10
POP;ALAN;1;81;44;21;1;7
POP;ALAN;1;62;30;17;0.5;9
POP;ALAN;1;77;44;22;1;12
POP;ALGU;2;65;21;13;3;12
POP;ALGU;2;82;22;16;6;13
POP;ALGU;2;74;28;15;6;12
POP;ALGU;2;67;16;13;5;13
POP;ALGU;2;67;16;12;4;17
POP;ALGU;2;63;12;13;6;11
POP;ALGU;2;78;28;17;6;11
POP;ALGU;2;81;27;15;5;12
POP;ALGU;2;90;25;17;4;13
POP;ALGU;2;62;14;13;7;12
POP;ALGU;2;70;16;14;4;13
POP;ALGU;2;71;23;15;5;15
POP;ALGU;2;65;19;14;4;16
POP;ALGU;2;65;15;13;6;14
POP;ALGU;2;63;20;13;7;13
POP;ANTW;3;105;31;20;5;16
POP;ANTW;3;106;27;30;15;14
POP;ANTW;3;85;30;21;14;10
POP;ANTW;3;121;45;23;9;20
POP;ANTW;3;102;35;23;6;17
POP;ANTW;3;107;27;29;10;19
POP;ANTW;3;94;24;27;17;14
POP;ANTW;3;109;39;25;5;23
POP;ANTW;3;122;45;26;7;27
POP;ANTW;3;102;33;23;7;21
POP;ANTW;3;122;45;28;8;20
POP;ANTW;3;145;53;32;5;21
POP;ANTW;3;108;24;21;9;15
POP;ANTW;3;120;54;35;10;18
POP;ARHU;4;94;51;26;2;23
POP;ARHU;4;124;60;43;3;39
POP;ARHU;4;65;15;14;3;10
POP;ARHU;4;72;30;17;2;20
POP;ARHU;4;83;35;22;2;21
POP;ARHU;4;97;40;21;3;31
POP;ARHU;4;87;37;22;2;22
POP;ARHU;4;80;28;15;2;11
POP;ARHU;4;85;50;21;2;23
POP;ARHU;4;80;20;13;5;19
POP;ARHU;4;87;37;27;2;21
POP;ARHU;4;63;30;18;3;15
POP;ARHU;4;99;51;23;2;28
POP;ARHU;4;75;33;20;2;27
POP;ARRI;5;96;32;20;2;24
POP;ARRI;5;80;29;19;1;19
POP;ARRI;5;82;24;17;4;15
POP;ARRI;5;60;21;12;3;8
POP;ARRI;5;67;22;16;4;6
POP;ARRI;5;83;28;19;2;12
POP;ARRI;5;73;23;18;2;14
POP;ARRI;5;75;28;18;1;17
POP;ARRI;5;82;36;20;2;19
POP;ARRI;5;54;20;12;3;7
POP;ARRI;5;75;27;16;4;11
POP;ARRI;5;77;24;19;3;8
POP;ARRI;5;84;32;17;2;18
POP;ARRI;5;80;28;20;3;10
POP;BLID;6;75;19;14;5;23
POP;BLID;6;97;34;17;8;35
POP;BLID;6;88;29;15;6;35
POP;BLID;6;84;22;15;7;28
POP;BLID;6;60;20;11;6;22
POP;BLID;6;88;31;15;7;24
POP;BLID;6;92;22;17;9;26
POP;BLID;6;87;31;19;9;27
POP;BLID;6;85;25;16;6;28
POP;BLID;6;74;24;13;7;27
POP;BLID;6;63;29;14;6;33
POP;BLID;6;103;20;16;7;35
POP;BLID;6;90;32;17;10;25
POP;BLID;6;103;40;17;6;29
POP;BLID;6;77;24;15;6;27
POP;BLID;6;89;33;16;6;30
POP;BLID;6;67;15;13;5;24
POP;BLID;6;82;22;15;8;23
POP;BLID;6;92;33;15;6;22
POP;BORD;7;101;48;26;2;29
POP;BORD;7;87;28;19;4;18
POP;BORD;7;87;29;23;4;17
POP;BORD;7;100;27;23;4;20
POP;BORD;7;102;27;18;5;23
POP;BORD;7;113;28;27;13;27
POP;BORD;7;124;35;26;6;23
POP;BORD;7;101;33;22;10;18
POP;BORD;7;108;46;22;4;18
POP;BORD;7;103;36;31;7;29
POP;BORD;7;93;26;25;4;28
POP;BORD;7;112;31;27;4;19
POP;BORD;7;101;23;19;11;12
POP;BORD;7;74;31;21;5;17
POP;BORO;8;70;23;11;7;18
POP;BORO;8;77;31;14;6;25
POP;BORO;8;70;23;13;5;22
POP;BORO;8;68;21;11;5;22
POP;BORO;8;67;19;12;5;21
POP;BORO;8;82;25;14;5;22
POP;BORO;8;64;22;11;7;18
POP;BORO;8;70;36;14;3;14
POP;BORO;8;52;15;12;3;11
POP;BORO;8;63;19;13;3;14
POP;BORO;8;86;23;15;4;23
POP;BORO;8;56;21;9;4;25
POP;BORO;8;67;19;11;4;23
POP;BORO;8;67;17;13;6;22
POP;BORO;8;72;25;15;4;15
POP;BORO;8;68;28;13;5;24
POP;BORO;8;67;15;12;5;19
POP;BORO;8;63;23;10;4;23
POP;BORO;8;57;13;9;6;17
POP;BORO;8;61;21;11;5;17
POP;BRAN;9;87;41;18;1;18
POP;BRAN;9;101;30;22;2;13
POP;BRAN;9;74;30;18;1;23
POP;BRAN;9;111;38;23;2;26
POP;BRAN;9;95;27;19;2;15
POP;BRAN;9;78;33;17;2;19
POP;BRAN;9;107;31;20;1;16
POP;BRAN;9;66;30;17;3;13
POP;BRAN;9;73;23;19;1;14
POP;BRAN;9;82;26;18;1;14
POP;BRAN;9;85;34;19;1;13
POP;BRAN;9;89;30;20;2;14
POP;BRAN;9;88;30;19;1;26
POP;BRAN;9;79;38;15;2;15
POP;BRAN;9;89;31;20;2;17
POP;BRIT;10;83;29;18;3;14
POP;BRIT;10;75;27;15;5;11
POP;BRIT;10;97;20;19;5;12
POP;BRIT;10;69;24;14;3;13
POP;BRIT;10;68;18;16;5;14
POP;BRIT;10;81;22;18;3;14
POP;BRIT;10;83;30;18;4;10
POP;BRIT;10;93;33;19;4;11
POP;BRIT;10;74;29;15;4;12
POP;BRIT;10;83;24;13;4;12
POP;BRIT;10;88;28;21;2;15
POP;BRIT;10;68;24;15;4;11
POP;BRIT;10;79;25;14;2;13
POP;BRIT;10;91;30;15;3;19
POP;DROS;11;77;28;20;2;17
POP;DROS;11;132;45;37;1;31
POP;DROS;11;84;28;21;1;21
POP;DROS;11;109;37;26;1;23
POP;DROS;11;96;36;18;1;15
POP;DROS;11;69;22;11;1;21
POP;DROS;11;97;36;22;1;23
POP;DROS;11;88;40;21;1;12
POP;DROS;11;100;61;26;1;31
POP;DROS;11;71;25;16;1;20
POP;DROS;11;95;40;23;1;22
POP;DROS;11;109;41;31;2;25
POP;DROS;11;119;37;32;2;28
POP;DROS;11;98;27;24;2;29
POP;DROS;11;88;34;25;2;17
POP;DROS;11;86;29;18;1;20
POP;DROS;11;72;25;18;1;16
POP;DROS;11;84;28;21;2;24
POP;EKEL;12;97;32;26;1;33
POP;EKEL;12;83;35;26;1;27
POP;EKEL;12;71;23;16;1;15
POP;EKEL;12;91;52;21;0.5;21
POP;EKEL;12;71;29;21;1;17
POP;EKEL;12;66;20;12;0.5;9
POP;EKEL;12;88;34;23;0.5;27
POP;EKEL;12;65;27;18;0.5;14
POP;EKEL;12;75;26;19;1;20
POP;EKEL;12;66;22;12;1;20
POP;EKEL;12;70;23;13;2;17
POP;EKEL;12;99;31;24;0.5;20
POP;EKEL;12;83;31;18;1;29
POP;EKEL;12;84;31;17;0.5;18
POP;EKEL;12;69;26;15;1;16
POP;EKEL;12;96;30;20;1;28
POP;EKEL;12;75;27;17;1;14
POP;EKEL;12;87;50;28;2;32
POP;EKEL;12;70;35;25;0.5;22
POP;EKEL;12;82;32;19;1;25
POP;FILE;13;79;39;15;3;13
POP;FILE;13;80;22;15;4;10
POP;FILE;13;87;30;19;4;12
POP;FILE;13;82;41;16;3;14
POP;FILE;13;70;16;13;4;14
POP;FILE;13;77;23;17;3;11
POP;FILE;13;82;25;16;3;13
POP;FILE;13;83;18;15;4;15
POP;FILE;13;85;27;17;3;16
POP;FILE;13;69;22;15;3;16
POP;FILE;13;85;26;16;4;18
POP;FILE;13;76;27;14;1;18
POP;FILE;13;77;36;15;3;15
POP;FILE;13;81;36;17;3;14
POP;FILE;13;72;21;13;4;14
POP;FILE;13;85;26;16;3;13
POP;FILE;13;88;38;19;4;15
POP;FILE;13;78;23;15;4;12
POP;FRAN;14;75;35;20;4;23
POP;FRAN;14;121;43;28;4;25
POP;FRAN;14;119;32;30;7;19
POP;FRAN;14;92;29;20;11;18
POP;FRAN;14;96;26;21;13;17
POP;FRAN;14;97;28;24;3;25
POP;FRAN;14;88;23;20;17;13
POP;FRAN;14;120;33;20;14;19
POP;FRAN;14;103;36;21;5;22
POP;FRAN;14;115;40;22;13;14
POP;FRAN;14;138;44;26;5;18
POP;FRAN;14;116;30;16;14;15
POP;FRAN;14;140;47;27;8;23
POP;FRAN;14;140;38;31;5;22
POP;FRAN;14;135;44;26;9;16
POP;GAVL;15;66;16;14;3;19
POP;GAVL;15;55;19;13;2;25
POP;GAVL;15;58;23;10;3;13
POP;GAVL;15;52;18;10;2;20
POP;GAVL;15;80;29;17;2;33
POP;GAVL;15;71;33;14;3;20
POP;GAVL;15;63;25;15;2;25
POP;GAVL;15;56;21;12;2;28
POP;GAVL;15;63;18;11;2;21
POP;GAVL;15;77;18;15;3;21
POP;GAVL;15;52;21;10;4;17
POP;GAVL;15;64;20;14;3;21
POP;GAVL;15;69;17;13;3;22
POP;GAVL;15;66;25;13;2;21
POP;GAVL;15;61;22;13;3;16
POP;GOTT;16;101;50;23;3;25
POP;GOTT;16;95;39;22;2;16
POP;GOTT;16;117;42;28;3;29
POP;GOTT;16;100;49;20;3;31
POP;GOTT;16;110;45;22;4;27
POP;GOTT;16;101;35;19;2;28
POP;GOTT;16;102;54;22;3;31
POP;GOTT;16;119;48;29;2;29
POP;GOTT;16;88;40;22;4;22
POP;GOTT;16;98;38;22;4;31
POP;GOTT;16;86;35;22;2;26
POP;GOTT;16;95;36;22;2;27
POP;GOTT;16;95;38;21;2;24
POP;GOTT;16;96;37;24;2;25
POP;GOTT;16;80;30;15;2;23
POP;HAGE;17;78;30;22;3;22
POP;HAGE;17;70;26;18;2;19
POP;HAGE;17;79;31;20;2;27
POP;HAGE;17;75;23;20;3;18
POP;HAGE;17;86;33;21;2;21
POP;HAGE;17;75;31;22;2;20
POP;HAGE;17;63;29;15;3;12
POP;HAGE;17;85;29;18;2;21
POP;HAGE;17;75;30;19;2;28
POP;HAGE;17;78;23;21;2;29
POP;HAGE;17;81;37;16;2;26
POP;HAGE;17;70;31;21;2;23
POP;HAGE;17;72;29;17;2;30
POP;HAGE;17;100;38;22;1;23
POP;HAMR;18;76;24;18;4;11
POP;HAMR;18;67;15;16;5;13
POP;HAMR;18;90;29;18;3;15
POP;HAMR;18;66;29;16;4;12
POP;HAMR;18;76;28;18;3;14
POP;HAMR;18;75;20;14;4;12
POP;HAMR;18;83;28;19;4;11
POP;HAMR;18;78;34;17;5;12
POP;HAMR;18;71;19;16;5;11
POP;HAMR;18;70;18;14;4;13
POP;HAMR;18;75;23;17;5;10
POP;HAMR;18;90;36;20;4;12
POP;HAMR;18;76;27;14;4;10
POP;HAMR;18;78;28;14;3;14
POP;HAMR;18;57;19;12;4;9
POP;HIIU;19;103;34;25;3;19
POP;HIIU;19;95;35;15;4;15
POP;HIIU;19;99;34;18;2;12
POP;HIIU;19;84;25;13;2;14
POP;HIIU;19;78;33;13;1;11
POP;HIIU;19;105;30;14;2;12
POP;HIIU;19;102;46;19;5;14
POP;HIIU;19;102;31;16;5;9
POP;HIIU;19;81;31;13;3;9
POP;HIIU;19;96;37;17;3;17
POP;HIIU;19;92;38;16;2;14
POP;HIIU;19;103;30;13;6;9
POP;HIIU;19;85;32;13;5;10
POP;HIIU;19;75;16;12;6;9
POP;HIIU;19;81;37;15;2;12
POP;HIIU;19;82;30;13;2;16
POP;HIIU;19;85;31;13;2;11
POP;HIIU;19;110;41;18;2;16
POP;HIIU;19;78;40;10;1;27
POP;HIIU;19;69;24;11;1;8
POP;HOLL;20;94;34;13;3;10
POP;HOLL;20;83;30;15;5;16
POP;HOLL;20;77;33;15;3;15
POP;HOLL;20;71;32;12;2;11
POP;HOLL;20;95;33;14;7;13
POP;HOLL;20;89;26;13;3;17
POP;HOLL;20;83;24;13;4;15
POP;HOLL;20;84;27;15;4;11
POP;HOLL;20;71;22;12;9;21
POP;HOLL;20;61;15;10;4;13
POP;HOLL;20;94;41;17;2;15
POP;HOLL;20;77;21;13;8;15
POP;HOLL;20;88;38;15;2;20
POP;HOLL;20;72;25;11;5;14
POP;HOLL;20;88;31;16;4;13
POP;HORT;21;140;40;27;10;26
POP;HORT;21;92;22;20;7;14
POP;HORT;21;79;23;14;7;16
POP;HORT;21;115;98;25;6;29
POP;HORT;21;79;30;22;7;27
POP;HORT;21;88;16;22;7;16
POP;HORT;21;100;28;23;12;16
POP;HORT;21;114;31;21;7;17
POP;HORT;21;81;29;20;10;13
POP;HORT;21;97;30;23;8;18
POP;HORT;21;89;32;23;7;18
POP;HORT;21;101;29;21;8;11
POP;HORT;21;116;35;23;12;20
POP;HORT;21;97;15;20;8;15
POP;KALK;22;79;22;19;1;20
POP;KALK;22;92;31;21;1;34
POP;KALK;22;87;37;23;1;31
POP;KALK;22;67;18;16;1;24
POP;KALK;22;94;27;22;0.5;22
POP;KALK;22;70;30;15;2;21
POP;KALK;22;102;27;17;1;27
POP;KALK;22;80;25;15;0.5;16
POP;KALK;22;73;18;13;1;21
POP;KALK;22;123;40;25;0.5;18
POP;KALK;22;83;29;20;1;13
POP;KALK;22;83;30;17;1;20
POP;KALK;22;77;23;16;0.5;22
POP;KALK;22;74;27;16;0.5;19
POP;KALK;22;71;30;22;1;27
POP;KALK;22;97;30;26;1;25
POP;KALK;22;92;26;16;2;26
POP;KALK;22;79;30;23;1;30
POP;KALK;22;54;22;15;0.5;26
POP;KARL;23;105;35;26;11;14
POP;KARL;23;97;24;24;5;19
POP;KARL;23;106;30;25;6;12
POP;KARL;23;107;29;27;3;20
POP;KARL;23;118;42;26;2;16
POP;KARL;23;105;20;29;11;23
POP;KARL;23;96;28;16;6;16
POP;KARL;23;91;30;22;6;19
POP;KARL;23;113;38;28;6;24
POP;KARL;23;92;28;22;9;10
POP;KARL;23;114;23;22;16;16
POP;KARL;23;101;37;26;4;19
POP;KARL;23;108;33;22;6;17
POP;KARL;23;108;35;23;4;18
POP;KARL;23;94;33;25;8;17
POP;KURT;24;55;13;12;6;13
POP;KURT;24;83;25;16;2;27
POP;KURT;24;96;31;20;11;23
POP;KURT;24;84;26;12;10;12
POP;KURT;24;69;25;16;6;13
POP;KURT;24;82;30;16;1;28
POP;KURT;24;74;31;20;3;22
POP;KURT;24;81;45;27;2;28
POP;KURT;24;63;22;13;4;10
POP;KURT;24;59;26;14;4;12
POP;KURT;24;61;24;15;2;21
POP;KURT;24;83;28;20;3;21
POP;KURT;24;68;16;14;4;13
POP;KURT;24;78;32;17;8;19
POP;KURT;24;68;24;16;6;18
POP;KURT;24;93;34;20;2;30
POP;KURT;24;78;31;19;4;18
POP;KURT;24;75;24;19;7;16
POP;KURT;24;85;31;16;2;22
POP;KURT;24;61;21;13;8;17
POP;LERN;25;84;28;19;2;21
POP;LERN;25;81;32;21;1;22
POP;LERN;25;81;31;16;2;18
POP;LERN;25;86;41;18;3;16
POP;LERN;25;104;40;25;2;21
POP;LERN;25;91;37;19;1;22
POP;LERN;25;79;24;15;3;9
POP;LERN;25;108;30;20;4;17
POP;LERN;25;101;33;20;2;19
POP;LERN;25;128;49;25;2;14
POP;LERN;25;114;43;31;1;30
POP;LERN;25;115;38;32;2;25
POP;LERN;25;90;24;18;2;18
POP;LERN;25;99;32;24;1;19
POP;LOO;26;74;30;19;2;12
POP;LOO;26;73;26;15;2;15
POP;LOO;26;79;22;14;2;11
POP;LOO;26;84;28;17;1;15
POP;LOO;26;90;34;17;1;14
POP;LOO;26;73;22;19;3;15
POP;LOO;26;70;28;18;1;8
POP;LOO;26;90;36;16;1;10
POP;LOO;26;73;25;19;1;16
POP;LOO;26;83;27;18;1;14
POP;LOO;26;95;39;25;1;11
POP;LOO;26;79;28;22;1;16
POP;LOO;26;81;23;16;1;12
POP;LOO;26;68;26;19;1;11
POP;LOO;26;82;32;19;2;13
POP;LOO;26;65;24;15;7;6
POP;LOO;26;99;34;20;2;11
POP;LOO;26;77;15;11;5;13
POP;LOO;26;77;26;15;1;14
POP;LOO;26;88;27;18;1;18
POP;LUDV;27;79;34;13;2;16
POP;LUDV;27;90;32;18;3;19
POP;LUDV;27;83;26;18;2;32
POP;LUDV;27;76;36;15;2;26
POP;LUDV;27;75;24;17;3;20
POP;LUDV;27;77;24;17;2;31
POP;LUDV;27;63;22;15;2;24
POP;LUDV;27;85;31;20;4;18
POP;LUDV;27;70;22;17;3;26
POP;LUDV;27;79;19;16;5;14
POP;LUDV;27;76;22;16;2;29
POP;LUDV;27;79;29;16;2;21
POP;LUDV;27;75;26;17;2;30
POP;LUDV;27;72;28;14;3;18
POP;LUDV;27;74;25;16;4;29
POP;LUDV;27;69;28;14;2;31
POP;MOCK;28;117;52;42;1;39
POP;MOCK;28;97;45;23;1;38
POP;MOCK;28;96;52;25;1;24
POP;MOCK;28;88;33;23;0.5;21
POP;MOCK;28;86;30;21;1;28
POP;MOCK;28;104;52;25;1;21
POP;MOCK;28;85;33;33;1;23
POP;MOCK;28;92;40;40;1;31
POP;MOCK;28;58;15;13;1;17
POP;MOCK;28;82;30;23;1;27
POP;MOCK;28;85;47;25;0.5;28
POP;MOCK;28;86;34;23;1;34
POP;MOCK;28;76;25;19;1;30
POP;MOCK;28;86;30;23;1;19
POP;MOCK;28;72;24;17;0.5;32
POP;MOCK;28;80;26;17;0.5;18
POP;MOCK;28;95;51;26;1;24
POP;MOCKE;29;78;35;23;1;26
POP;MOCKE;29;93;50;36;1;35
POP;MOCKE;29;92;30;15;2;18
POP;MOCKE;29;88;42;23;2;22
POP;MOCKE;29;74;30;21;3;34
POP;MOCKE;29;81;27;18;1;38
POP;MOCKE;29;106;41;27;0.5;28
POP;MOCKE;29;83;38;20;1;32
POP;MOCKE;29;80;33;16;2;11
POP;MOCKE;29;97;38;25;2;35
POP;MOCKE;29;73;20;15;2;29
POP;MOCKE;29;81;42;24;2;19
POP;MOCKE;29;79;25;17;1;21
POP;MOCKE;29;80;25;20;1;26
POP;MOCKE;29;89;46;23;1;25
POP;MOCKE;29;87;25;22;1;21
POP;MOCKE;29;89;50;22;1;31
POP;MOCKE;29;69;33;21;1;35
POP;NOAR;30;86;25;18;1;23
POP;NOAR;30;87;20;13;1;12
POP;NOAR;30;71;20;13;1;18
POP;NOAR;30;94;28;18;2;12
POP;NOAR;30;72;26;16;1;20
POP;NOAR;30;68;24;13;2;12
POP;NOAR;30;87;33;17;1;17
POP;NOAR;30;62;17;10;2;13
POP;NOAR;30;87;36;19;2;24
POP;NOAR;30;118;62;19;1;26
POP;NOAR;30;105;42;18;2;21
POP;NOAR;30;70;42;16;1;20
POP;NOAR;30;62;33;13;2;14
POP;NOAR;30;74;24;15;1;13
POP;NOAR;30;66;32;16;1;20
POP;NOAR;30;66;25;15;1;18
POP;NOAR;30;96;55;21;1;19
POP;NOAR;30;76;42;14;1;16
POP;NORR;31;74;20;11;6;25
POP;NORR;31;74;18;12;5;21
POP;NORR;31;65;20;11;6;18
POP;NORR;31;83;29;10;7;19
POP;NORR;31;52;18;6;5;15
POP;NORR;31;90;26;15;6;25
POP;NORR;31;93;32;14;8;22
POP;NORR;31;76;31;13;8;12
POP;NORR;31;69;14;11;8;15
POP;NORR;31;66;25;13;6;23
POP;NORR;31;76;21;12;8;18
POP;NORR;31;68;22;10;6;13
POP;NORR;31;65;18;10;7;22
POP;NORR;31;81;32;12;6;25
POP;NORR;31;91;18;12;8;17
POP;NYNA;32;81;15;14;3;25
POP;NYNA;32;97;24;18;6;29
POP;NYNA;32;86;22;15;5;28
POP;NYNA;32;77;22;16;4;41
POP;NYNA;32;86;37;14;4;32
POP;NYNA;32;68;30;12;4;21
POP;NYNA;32;81;19;16;5;26
POP;NYNA;32;81;21;20;5;32
POP;NYNA;32;63;19;12;3;22
POP;NYNA;32;82;37;15;4;30
POP;NYNA;32;92;22;16;5;30
POP;NYNA;32;88;41;18;4;31
POP;NYNA;32;84;24;15;6;23
POP;NYNA;32;89;24;18;5;28
POP;NYNA;32;89;22;17;5;22
POP;NYNA;32;95;30;17;3;32
POP;NYNA;32;81;27;15;5;25
POP;NYNA;32;63;19;13;4;26
POP;NYNA;32;85;21;15;4;26
POP;NYNA;32;75;19;14;4;19
POP;ONTA;33;104;23;20;15;15
POP;ONTA;33;109;38;22;5;22
POP;ONTA;33;94;30;18;6;16
POP;ONTA;33;109;30;21;7;15
POP;ONTA;33;75;26;12;6;15
POP;ONTA;33;105;31;18;7;12
POP;ONTA;33;79;20;16;7;12
POP;ONTA;33;95;29;19;8;13
POP;ONTA;33;92;15;18;6;20
POP;ONTA;33;62;23;11;3;12
POP;ONTA;33;82;18;15;12;8
POP;ONTA;33;93;33;16;6;14
POP;ONTA;33;72;18;14;7;11
POP;ONTA;33;75;28;18;8;13
POP;ONTA;33;73;24;12;4;5
POP;OSKA;34;115;33;17;6;33
POP;OSKA;34;97;40;19;4;37
POP;OSKA;34;84;37;12;4;24
POP;OSKA;34;109;38;15;2;47
POP;OSKA;34;103;46;19;4;29
POP;OSKA;34;102;42;17;4;29
POP;OSKA;34;106;37;20;5;25
POP;OSKA;34;104;48;17;3;35
POP;OSKA;34;97;36;23;8;46
POP;OSKA;34;92;34;17;4;32
POP;OSKA;34;111;44;24;4;45
POP;OSKA;34;139;50;26;6;45
POP;OSKA;34;125;48;24;5;48
POP;OSKA;34;109;43;21;5;38
POP;OSKA;34;103;50;18;4;27
POP;OSKA;34;106;40;18;3;35
POP;OSKA;34;109;36;17;2;37
POP;OSKA;34;123;44;25;4;46
POP;OSKA;34;79;25;15;4;29
POP;OSKA;34;115;35;23;5;40
POP;OSKA;34;92;29;19;3;39
POP;OSTE;35;62;18;12;3;15
POP;OSTE;35;63;23;16;3;22
POP;OSTE;35;72;25;14;3;18
POP;OSTE;35;70;25;21;6;11
POP;OSTE;35;60;17;15;4;22
POP;OSTE;35;85;36;21;4;17
POP;OSTE;35;77;27;20;6;16
POP;OSTE;35;66;17;14;4;12
POP;OSTE;35;62;17;14;5;17
POP;OSTE;35;63;24;15;3;14
POP;OSTE;35;60;17;13;3;22
POP;OSTE;35;60;27;13;4;15
POP;OSTE;35;57;20;14;3;13
POP;OSTE;35;63;25;15;5;25
POP;OSTE;35;64;27;15;4;17
POP;OSTE;35;64;20;16;3;23
POP;OSTE;35;61;21;15;3;15
POP;OSTE;35;63;19;13;3;16
POP;PLM;36;86;42;23;3;20
POP;PLM;36;78;26;16;4;12
POP;PLM;36;92;34;17;3;32
POP;PLM;36;82;22;18;5;15
POP;PLM;36;79;27;17;5;15
POP;PLM;36;67;25;14;3;20
POP;PLM;36;77;23;19;6;19
POP;PLM;36;97;36;21;2;15
POP;PLM;36;95;23;20;14;23
POP;PLM;36;83;38;18;3;21
